City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
448,Chabahar,IR,25.2919,60.643,79.81,64,0,10.42,clear sky
449,Porto Walter,BR,-8.2686,-72.7439,89.76,48,99,3.89,overcast clouds
450,Cutro,IT,39.0353,16.9819,58.23,100,90,12.66,overcast clouds
451,Tyup,KG,42.7276,78.3648,38.64,91,100,3.8,overcast clouds
452,Dubbo,AU,-32.25,148.6167,46.53,81,0,5.75,clear sky
453,Salinopolis,BR,-0.6136,-47.3561,81.68,78,99,4.68,overcast clouds
454,Lydenburg,ZA,-25.0978,30.4597,64.4,69,12,2.77,few clouds
455,Yazd,IR,31.8972,54.3675,64.51,22,0,2.3,clear sky
456,Yuganets,RU,56.2508,43.2307,42.69,84,100,13.02,light rain
457,Kommunisticheskiy,RU,61.6789,64.4819,19.4,75,6,11.1,clear sky
458,Autazes,BR,-3.5797,-59.1306,88.54,55,85,1.95,overcast clouds
459,Emerald,AU,-23.5333,148.1667,71.74,66,15,9.22,few clouds
460,Manjeri,IN,11.1167,76.1167,79.48,94,75,0.0,mist
461,Kiunga,PG,-6.1219,141.2906,71.2,99,96,1.83,moderate rain
462,Wahiawa,US,21.5028,-158.0236,77.47,82,40,4.61,scattered clouds
463,Nelidovo,RU,56.2211,32.7774,46.38,95,100,7.34,overcast clouds
464,Haines Junction,CA,60.7522,-137.5108,15.75,86,100,2.3,overcast clouds
465,Alice Springs,AU,-23.7,133.8833,62.15,34,19,6.91,few clouds
466,Melito Di Porto Salvo,IT,37.9222,15.7714,63.91,88,75,14.97,broken clouds
467,Shumskiy,RU,54.8318,99.1328,34.14,60,100,4.09,overcast clouds
468,Byron Bay,AU,-28.65,153.6167,73.71,79,100,3.36,overcast clouds
469,Xai-Xai,MZ,-25.0519,33.6442,69.53,63,2,15.01,clear sky
470,Avera,US,33.194,-82.5271,65.71,59,92,13.47,overcast clouds
471,Ancud,CL,-41.8697,-73.8203,54.93,90,100,11.43,light rain
472,Lalpur,IN,22.2,69.9667,77.61,31,97,7.56,overcast clouds
473,Namatanai,PG,-3.6667,152.4333,79.97,76,70,7.29,broken clouds
474,Alma,CA,48.5501,-71.6491,58.26,62,0,2.3,clear sky
475,Dunedin,NZ,-45.8742,170.5036,57.79,93,100,14.0,overcast clouds
476,Manta,EC,-0.95,-80.7333,87.58,62,20,8.05,few clouds
477,Fallon,US,39.4735,-118.7774,63.91,59,75,3.44,broken clouds
478,Quelimane,MZ,-17.8786,36.8883,75.15,69,0,6.91,clear sky
479,Puerto Ayacucho,VE,5.6639,-67.6236,84.7,71,98,2.86,overcast clouds
480,Half Moon Bay,US,37.4636,-122.4286,76.53,78,40,3.44,scattered clouds
481,Ilek,RU,51.5271,53.3831,41.36,82,100,2.95,overcast clouds
482,Kyra,RU,49.5776,111.9753,27.91,61,100,4.18,overcast clouds
483,Isla Vista,US,34.4133,-119.861,90.25,46,1,3.44,clear sky
484,Saurimo,AO,-9.6608,20.3916,66.42,94,100,4.03,overcast clouds
485,Tiarei,PF,-17.5333,-149.3333,78.82,74,6,13.38,clear sky
486,Narsaq,GL,60.9167,-46.05,34.02,77,87,2.71,overcast clouds
487,Lorengau,PG,-2.0226,147.2712,80.19,81,31,2.24,scattered clouds
488,Rostock,DE,54.0887,12.1405,53.94,81,7,12.08,clear sky
489,Puerto Narino,CO,-3.7703,-70.3831,85.42,71,60,0.78,broken clouds
490,Predejane,RS,42.8294,22.1311,52.83,58,0,4.83,clear sky
491,Waingapu,ID,-9.6567,120.2641,80.58,81,99,3.89,overcast clouds
492,Adrar,MR,20.5022,-10.0711,81.34,25,9,10.45,clear sky
493,Yeniseysk,RU,58.4497,92.1703,36.61,72,100,9.19,overcast clouds
494,Clyde River,CA,70.4692,-68.5914,30.43,100,90,13.8,overcast clouds
495,Kirando,TZ,-7.4167,30.6,79.63,59,63,5.75,broken clouds
496,Borovskoy,KZ,53.8,64.15,26.74,60,1,3.6,clear sky
497,Terrasini,IT,38.146,13.0844,63.9,80,75,12.66,broken clouds
498,Snezhnogorsk,RU,69.1933,33.2531,35.38,83,100,20.29,overcast clouds
499,Eston,CA,51.1501,-108.7514,42.93,56,100,9.35,overcast clouds
500,Dromolaxia,CY,34.8761,33.586,67.66,62,0,6.91,clear sky
501,Floresti,MD,47.8933,28.3014,50.83,72,0,5.75,clear sky
502,Nacogdoches,US,31.6002,-94.6335,69.57,41,20,11.5,few clouds
503,Makakilo City,US,21.3469,-158.0858,78.28,75,20,4.61,few clouds
504,Kilrush,IE,52.6397,-9.4833,49.87,90,100,4.85,overcast clouds
505,Bambanglipuro,ID,-7.95,110.2833,77.04,90,99,3.36,overcast clouds
506,Bud,US,39.447,-86.1758,62.82,84,100,7.2,overcast clouds
507,Kirkenaer,NO,60.4564,12.0582,50.65,89,100,6.82,overcast clouds
508,Tessalit,ML,20.1986,1.0114,87.62,15,100,10.18,overcast clouds
509,Tena,EC,-0.9833,-77.8167,81.36,84,78,4.61,light rain
510,Kropotkin,RU,45.4375,40.5756,46.99,80,9,7.61,clear sky
511,Mecca,SA,21.4267,39.8261,83.1,54,0,7.05,clear sky
512,Uarini,BR,-2.99,-65.1083,89.55,63,100,1.66,overcast clouds
513,Nome,US,64.5011,-165.4064,26.67,54,90,17.27,overcast clouds
514,Hargeysa,SO,9.56,44.065,66.79,69,86,11.9,overcast clouds
515,Timra,SE,62.487,17.3257,45.68,93,10,2.3,fog
516,Bayonet Point,US,28.3267,-82.6834,81.95,75,100,3.0,overcast clouds
517,Roald,NO,62.5833,6.1333,58.12,71,0,6.91,clear sky
518,Samana,DO,19.2056,-69.3369,91.62,66,20,6.91,few clouds
519,Kingsport,US,36.5484,-82.5618,62.04,83,90,1.01,overcast clouds
520,Thanh Hoa,VN,19.8,105.7667,70.92,97,100,7.02,overcast clouds
521,Finspang,SE,58.7058,15.7674,46.94,91,75,5.37,broken clouds
522,Caracuaro,MX,19.0106,-101.1264,85.78,60,2,3.62,clear sky
523,Sao Gabriel,BR,-30.3364,-54.32,84.34,50,0,10.4,clear sky
524,Maumee,US,41.5628,-83.6538,57.87,94,90,1.99,mist
525,Necochea,AR,-38.5473,-58.7368,91.04,31,100,15.39,overcast clouds
526,Mezhdurechenskiy,RU,59.6,65.9333,21.4,74,7,11.83,clear sky
527,Biak,ID,-0.9131,122.8766,76.39,84,59,2.35,broken clouds
528,Kerouane,GN,9.2667,-9.0167,74.34,86,100,4.45,light rain
529,Merritt,CA,50.1123,-120.7942,38.44,93,100,6.31,light rain
530,Kvitok,RU,56.0724,98.4813,33.17,63,100,4.74,overcast clouds
531,Jasper,US,37.2001,-94.3502,51.85,83,90,8.01,overcast clouds
532,Sokoni,TZ,-6.4333,39.55,80.46,78,5,15.5,clear sky
533,Teguise,ES,29.0605,-13.564,68.22,64,20,11.5,few clouds
534,Hofn,IS,64.2539,-15.2082,44.62,93,75,4.61,light rain
535,Yarada,IN,17.65,83.2667,79.12,94,40,2.3,mist
536,Gat,IL,31.61,34.7642,77.4,64,100,3.29,overcast clouds
537,Port Hardy,CA,50.6996,-127.4199,46.58,71,20,5.75,few clouds
538,Progreso,MX,21.2833,-89.6667,85.1,50,96,15.88,overcast clouds
539,Comodoro Rivadavia,AR,-45.8667,-67.5,76.86,25,0,16.11,clear sky
540,Port Blair,IN,11.6667,92.75,81.46,82,45,9.37,scattered clouds
541,Rocha,UY,-34.4833,-54.3333,74.64,57,0,15.68,clear sky
542,Mogadishu,SO,2.0371,45.3438,79.72,77,52,10.13,broken clouds
543,Port-Gentil,GA,-0.7193,8.7815,80.56,89,40,11.5,scattered clouds
544,Kantunilkin,MX,21.0917,-87.45,83.95,39,81,8.41,broken clouds
545,Najran,SA,17.4924,44.1277,74.05,28,0,3.98,clear sky
546,Wajid,SO,3.8093,43.2471,79.79,59,42,6.91,scattered clouds
547,Natchez,US,31.5604,-91.4032,59.9,65,90,9.22,overcast clouds
548,Sesheke,ZM,-17.4759,24.2968,84.97,31,95,2.93,overcast clouds
549,Barreirinhas,BR,-2.7469,-42.8264,84.96,57,100,9.93,overcast clouds
550,Turukhansk,RU,65.8167,87.9833,29.52,97,100,15.61,snow
551,Polyarnyy,RU,69.1989,33.4478,36.07,84,100,20.8,overcast clouds
552,Ouahigouya,BF,13.5828,-2.4216,92.05,30,45,3.76,scattered clouds
553,Beringovskiy,RU,63.05,179.3167,10.18,88,100,2.53,overcast clouds
554,Bahia Honda,CU,22.9036,-83.1592,82.54,60,99,13.09,overcast clouds
555,Seguela,CI,7.9611,-6.6731,79.05,71,96,3.58,overcast clouds
556,Camacha,PT,33.0833,-16.3333,70.54,73,20,14.97,few clouds
557,Havoysund,NO,70.9963,24.6622,38.28,64,100,33.4,overcast clouds
558,Redmond,US,47.674,-122.1215,51.73,90,100,1.01,overcast clouds
559,Maxixe,MZ,-23.8597,35.3472,71.42,68,20,6.91,few clouds
560,Les Cayes,HT,18.2,-73.75,83.3,72,85,10.31,overcast clouds
561,Poltavka,RU,54.3663,71.7632,26.96,64,19,10.67,few clouds
562,Bujumbura,BI,-3.3822,29.3644,75.38,73,46,0.87,scattered clouds
563,Chute-Aux-Outardes,CA,49.1168,-68.399,49.98,71,1,8.05,clear sky
564,Netivot,IL,31.4222,34.5886,72.61,66,100,3.85,overcast clouds
565,Tabou,CI,4.423,-7.3528,77.14,86,100,6.49,overcast clouds
566,Ballina,AU,-28.8667,153.5667,73.78,88,98,0.0,light rain
567,Sistranda,NO,63.7256,8.834,54.9,86,100,12.77,overcast clouds
568,Nurmijarvi,FI,60.4641,24.8073,50.34,90,40,11.5,scattered clouds
569,Marechal Floriano,BR,-20.4128,-40.6831,73.65,93,100,3.47,overcast clouds
570,Landeck,AT,47.1301,10.5636,51.21,60,100,8.43,overcast clouds
571,High Level,CA,58.5169,-117.136,35.71,64,75,6.91,broken clouds
572,Hornepayne,CA,49.2138,-84.7705,48.42,86,100,7.9,light rain
573,Marzuq,YE,14.4,46.4667,72.03,31,5,4.43,clear sky
574,Gerede,TR,40.8008,32.1969,39.51,78,1,3.8,clear sky
575,Amarante Do Maranhao,BR,-5.5667,-46.7422,86.85,50,93,2.51,overcast clouds
576,Mackenzie,CA,55.2999,-123.1698,30.42,74,1,6.91,clear sky
577,Lokot,RU,52.565,34.5776,43.88,94,16,5.53,few clouds
578,Jiazi,CN,22.8779,116.067,72.66,81,100,10.85,overcast clouds
579,Bayburt,TR,40.2589,40.2278,40.44,96,100,1.1,overcast clouds
580,Mareeba,AU,-17.0,145.4333,68.72,94,45,2.28,scattered clouds
581,Yelizovo,RU,53.1873,158.3805,26.74,93,0,6.71,clear sky
582,Haapiti,PF,-17.5667,-149.8667,78.53,73,1,15.05,clear sky
583,Alginet,ES,39.2667,-0.4667,72.54,70,100,5.14,overcast clouds
584,Praya,CV,14.9215,-23.5087,82.94,69,75,17.27,broken clouds
585,Ugoofaaru,MV,5.6667,73.0,81.9,71,98,9.8,overcast clouds
586,Djibo,BF,14.1022,-1.6306,91.45,33,100,13.29,overcast clouds
587,Asau,RO,46.4333,26.4,44.96,78,8,1.34,clear sky
588,Ordzhonikidzevskiy,RU,43.8423,41.8964,37.63,83,0,4.05,clear sky
589,Dombarovskiy,RU,50.7587,59.5386,39.85,86,100,9.1,overcast clouds
590,Sebinkarahisar,TR,40.2883,38.4236,39.81,92,100,0.85,overcast clouds
591,Itarema,BR,-2.9248,-39.9167,83.97,58,17,15.46,few clouds
592,Dalvik,IS,65.9702,-18.5286,42.73,99,100,0.76,overcast clouds
593,Betafo,MG,-19.8333,46.85,60.33,81,88,2.77,overcast clouds
594,Magistralnyy,RU,56.1725,107.4458,24.12,59,100,4.72,overcast clouds
595,Altea,ES,38.5989,-0.0514,72.59,85,100,1.99,overcast clouds
596,Bathsheba,BB,13.2167,-59.5167,86.61,62,20,16.11,few clouds
597,Svetlogorsk,BY,52.6333,29.7333,47.97,92,10,7.05,clear sky
598,Tsuruoka,JP,38.7217,139.8217,55.18,74,91,2.77,overcast clouds
599,Wonthaggi,AU,-38.6044,145.5913,46.44,62,54,12.15,broken clouds
600,Wairoa,NZ,-39.0333,177.3667,59.61,88,7,1.99,clear sky
601,Sertania,BR,-8.0736,-37.2644,82.65,45,100,13.22,overcast clouds
602,Korem,ET,12.5058,39.5228,54.84,42,0,4.97,clear sky
603,Mahibadhoo,MV,3.7833,72.9667,82.62,74,100,11.7,overcast clouds
604,Nuuk,GL,64.1835,-51.7216,34.41,93,75,12.66,broken clouds
605,Coquimbo,CL,-29.9533,-71.3436,62.33,67,40,14.97,scattered clouds
606,Akyab,MM,20.15,92.9,79.48,83,32,7.61,scattered clouds
607,Waitati,NZ,-45.75,170.5667,57.79,93,100,7.54,overcast clouds
608,Orlik,RU,52.5178,99.825,25.92,80,91,4.16,overcast clouds
609,Kaka,TM,37.3482,59.6143,53.96,45,6,6.4,clear sky
610,Agadez,NE,19.75,10.25,82.99,14,17,7.0,few clouds
611,Jalu,LY,29.0331,21.5482,75.18,45,97,9.64,overcast clouds
612,Mabaruma,GY,8.2,-59.7833,80.6,89,75,6.91,moderate rain
613,Mackay,AU,-21.15,149.2,74.05,94,0,0.0,clear sky
614,Yushu,CN,44.8,126.5333,45.05,54,100,6.24,overcast clouds
615,Candolim,IN,15.5181,73.7626,80.6,78,20,0.0,few clouds
616,Crawfordsville,US,40.0411,-86.8745,62.74,72,90,0.0,overcast clouds
617,Pangai,TO,-19.8,-174.35,75.31,78,75,16.11,light rain
618,Plover,US,44.4564,-89.544,57.31,54,90,11.01,overcast clouds
619,Jamame,SO,0.0722,42.7506,78.24,74,95,7.63,overcast clouds
620,Wajir,KE,1.7471,40.0573,87.76,42,1,0.0,clear sky
621,Westerland,DE,54.9079,8.3033,56.01,82,93,18.41,overcast clouds
622,Ayan,RU,56.45,138.1667,30.54,71,100,6.33,overcast clouds
623,Yumen,CN,40.2833,97.2,38.77,43,8,7.83,clear sky
624,Teguldet,RU,57.3064,88.1667,36.72,56,100,12.3,overcast clouds
625,Southbridge,US,42.0751,-72.0334,53.78,77,99,9.46,overcast clouds
626,Nanyang,CN,32.9947,112.5328,57.67,77,0,3.85,clear sky
627,Nanortalik,GL,60.1432,-45.2371,33.91,82,77,3.65,broken clouds
628,Morros,BR,-9.4467,-46.3003,90.1,31,97,9.19,overcast clouds
629,Coron,PH,11.9986,120.2043,79.21,82,4,5.01,clear sky
630,Brandfort,ZA,-28.7001,26.4597,58.41,56,19,8.72,few clouds
631,Penukonda,IN,14.0833,77.5833,70.11,95,100,5.57,moderate rain
632,Berdigestyakh,RU,62.0989,126.6992,11.05,94,94,5.53,overcast clouds
633,Nisia Floresta,BR,-6.0911,-35.2086,86.81,60,41,16.2,scattered clouds
634,Samarai,PG,-10.6167,150.6667,82.11,80,45,8.23,scattered clouds
635,Escuinapa,MX,22.85,-105.8,86.4,61,0,4.65,clear sky
636,Athens,GR,37.9795,23.7162,61.39,63,20,8.01,few clouds
637,Maun,BW,-19.9833,23.4167,67.96,64,40,9.22,thunderstorm
638,Bongandanga,CD,1.5,21.05,71.08,99,100,3.15,overcast clouds
639,Bosaso,SO,11.2842,49.1816,80.35,60,0,6.87,clear sky
640,Umtata,ZA,-31.5889,28.7844,57.76,94,90,10.36,light intensity shower rain
641,Sobolevo,RU,54.4299,31.8996,47.35,94,32,7.87,scattered clouds
642,Temiscaming,CA,46.7212,-79.0971,58.68,61,10,8.43,clear sky
643,Tabuk,PH,17.4189,121.4443,72.86,88,98,2.39,overcast clouds
644,Medicine Hat,CA,50.0501,-110.6683,43.23,82,90,6.91,overcast clouds
645,Syumsi,RU,57.1111,51.6149,30.34,49,100,9.37,snow
646,Puerto Colombia,CO,10.9878,-74.9547,80.69,84,100,12.33,overcast clouds
647,Havelock,US,34.8791,-76.9013,75.16,67,90,18.01,overcast clouds
648,Salta,AR,-24.7859,-65.4117,91.69,23,90,13.8,overcast clouds
649,Hingoli,IN,19.7167,77.15,66.81,56,99,5.93,overcast clouds
650,Canon City,US,38.441,-105.2424,77.14,21,1,1.99,clear sky
651,Road Town,VG,18.4167,-64.6167,84.29,67,4,12.68,clear sky
652,Cape Canaveral,US,28.4058,-80.6048,83.03,52,40,12.66,scattered clouds
653,Altay,CN,47.8667,88.1167,36.0,61,5,7.18,clear sky
654,Magalia,US,39.8121,-121.5783,66.22,52,41,4.38,scattered clouds
655,Stantsionno-Oyashinskiy,RU,55.4664,83.8245,38.62,49,100,17.96,overcast clouds
656,Torit,SS,4.4133,32.5678,78.39,61,84,3.0,broken clouds
657,Hanyang,CN,32.1371,105.5126,56.37,87,26,2.46,light rain
658,Lincoln,US,40.8,-96.667,62.01,46,1,4.0,clear sky
659,Okhotsk,RU,59.3833,143.3,16.81,73,2,12.73,clear sky
660,Chauk,MM,20.8833,94.8167,77.63,80,5,3.18,clear sky
661,Belyy Yar,RU,53.6039,91.3903,37.29,75,0,4.47,clear sky
662,Cozumel,MX,20.5083,-86.9458,86.07,62,1,8.01,clear sky
663,Assesse,BE,50.3693,5.022,54.97,90,100,15.1,light rain
664,Ust-Nera,RU,64.5667,143.2,-0.22,99,100,5.14,overcast clouds
665,Lewisville,US,33.0462,-96.9942,71.15,27,1,11.99,clear sky
666,Fort Nelson,CA,58.8053,-122.7002,27.99,74,20,3.44,few clouds
667,Walvis Bay,NA,-22.9575,14.5053,63.55,72,0,11.5,clear sky
668,San Jose,US,37.3394,-121.895,77.09,68,20,0.0,haze
669,Gallup,US,35.5281,-108.7426,57.96,38,1,0.0,clear sky
670,Ust-Tsilma,RU,65.441,52.1498,23.27,92,100,9.4,overcast clouds
671,Singkawang,ID,0.9,109.0,77.09,88,100,3.94,overcast clouds
672,Fruitville,US,27.3298,-82.4576,84.18,58,40,4.0,scattered clouds
673,Henderson,US,36.0397,-114.9819,80.11,30,1,0.0,clear sky
674,Valparaiso,CL,-33.0393,-71.6273,61.48,73,40,13.8,fog
